X,Y,OBJECTID,Report_Nr,Coord_X,Coord_Y,Trattament,Repliche,Num_di_pro,icon_url
16.8471,40.47735,"1","1",16.84710000000,40.47735000000,"30","15","10",./0.png
16.927545,40.552626,"2","2",16.92754500000,40.55262600000,"10","2","5",./0.png
16.575679,40.603766,"3","3",16.57567900000,40.60376600000,"25","10","10",./0.png
16.8034167127182,40.6485964649965,"4","4",16.80341671272,40.64859646500,"20","65","26",./0.png
16.6962355678792,40.2582873537665,"5","5",16.69623556788,40.25828735377,"60","20","42",./0.png
